Year,Player,Age,Pos,All NBA Total Career,PER
1998,Andrew DeClercq,24,C,0,13.2
1999,Andrew DeClercq,25,C,0,15
1999,Andrew DeClercq,25,C,0,12.2
1999,Andrew DeClercq,25,C,0,15.8
2000,Andrew DeClercq,26,C,0,11.4
2001,Andrew DeClercq,27,C,0,12.8
2002,Andrew DeClercq,28,C,0,10.1
2003,Andrew DeClercq,29,C,0,11.3
2004,Andrew DeClercq,30,C,0,10.6
2005,Andrew DeClercq,31,C,0,5.6
1994,Andrew Gaze,28,SG,0,10.5
1999,Andrew Gaze,33,SG,0,8.5
2012,Andrew Goudelock,23,SG,0,8.4
2013,Andrew Goudelock,24,SG,0,-6.4
2016,Andrew Goudelock,27,PG,0,12.4
2017,Andrew Harrison,22,PG,0,8.7
1990,Andrew Lang,23,C,0,13.2
1991,Andrew Lang,24,C,0,13.6
1992,Andrew Lang,25,C,0,13.8
1993,Andrew Lang,26,C,0,9.3
1994,Andrew Lang,27,C,0,11
1995,Andrew Lang,28,C,0,13.1
1996,Andrew Lang,29,C,0,11.9
1996,Andrew Lang,29,C,0,12.4
1996,Andrew Lang,29,C,0,10.1
1997,Andrew Lang,30,C,0,10.8
1998,Andrew Lang,31,C,0,8.5
1999,Andrew Lang,32,C,0,7
2000,Andrew Lang,33,C,0,10.3
2013,Andrew Nicholson,23,PF,0,15.1
2014,Andrew Nicholson,24,PF,0,9.9
2015,Andrew Nicholson,25,PF,0,10.3
2016,Andrew Nicholson,26,PF,0,14.8
2017,Andrew Nicholson,27,PF,0,5.9
2017,Andrew Nicholson,27,PF,0,6.3
2017,Andrew Nicholson,27,PF,0,5
2015,Andrew Wiggins,19,SF,0,13.9
2016,Andrew Wiggins,20,SF,0,16.5
2017,Andrew Wiggins,21,SF,0,16.5
2005,Andris Biedrins,18,C,0,14.8
2006,Andris Biedrins,19,C,0,13.6
2007,Andris Biedrins,20,C,0,16.2
2008,Andris Biedrins,21,C,0,19.2
2009,Andris Biedrins,22,C,0,19.1
2010,Andris Biedrins,23,C,0,13
2011,Andris Biedrins,24,C,0,12.1
2012,Andris Biedrins,25,C,0,8.8
2013,Andris Biedrins,26,C,0,7.7
2014,Andris Biedrins,27,C,0,2.4
2001,Andy Panko,23,SF,0,0
2011,Andy Rautins,24,SG,0,-1.2
1991,Andy Toolson,25,SF,0,8.4
1996,Andy Toolson,30,SF,0,4.4
1994,Anfernee Hardaway,22,PG,3,17.4
1995,Anfernee Hardaway,23,PG,3,20.8
1996,Anfernee Hardaway,24,PG,3,24.6
1997,Anfernee Hardaway,25,PG,3,21.4
1998,Anfernee Hardaway,26,SG,3,15.9
1999,Anfernee Hardaway,27,SG,3,16.7
2000,Anfernee Hardaway,28,SG,3,17.9
2001,Anfernee Hardaway,29,SG,3,16.6
2002,Anfernee Hardaway,30,SG,3,13.9
2003,Anfernee Hardaway,31,SG,3,13
2004,Anfernee Hardaway,32,SG,3,11.8
2004,Anfernee Hardaway,32,SG,3,13.2
2004,Anfernee Hardaway,32,SG,3,10.8
2005,Anfernee Hardaway,33,SF,3,9
2006,Anfernee Hardaway,34,SF,3,2
2008,Anfernee Hardaway,36,SF,3,9
2002,Ansu Sesay,25,SF,0,15.5
2003,Ansu Sesay,26,SF,0,6.1
2004,Ansu Sesay,27,SF,0,13
2005,Ansu Sesay,28,SF,0,14.8
1999,Antawn Jamison,22,SF,0,16.6
2000,Antawn Jamison,23,SF,0,16.7
2001,Antawn Jamison,24,SF,0,19
2002,Antawn Jamison,25,SF,0,17.1
2003,Antawn Jamison,26,SF,0,19
2004,Antawn Jamison,27,SF,0,21.2
2005,Antawn Jamison,28,PF,0,16.9
2006,Antawn Jamison,29,SF,0,17.7
2007,Antawn Jamison,30,PF,0,18.4
2008,Antawn Jamison,31,PF,0,20.3
2009,Antawn Jamison,32,PF,0,20.6
2010,Antawn Jamison,33,PF,0,17.3
2010,Antawn Jamison,33,PF,0,17.5
2010,Antawn Jamison,33,PF,0,16.7
2011,Antawn Jamison,34,PF,0,16.8
2012,Antawn Jamison,35,PF,0,16.1
2013,Antawn Jamison,36,PF,0,15.3
2014,Antawn Jamison,37,PF,0,7.8
1993,Anthony Avent,23,PF,0,10.2
1994,Anthony Avent,24,PF,0,9.2
1994,Anthony Avent,24,PF,0,11.3
1994,Anthony Avent,24,PF,0,7.1
1995,Anthony Avent,25,PF,0,9.8
1996,Anthony Avent,26,PF,0,6.9
1999,Anthony Avent,29,PF,0,1.3
2000,Anthony Avent,30,PF,0,5.5
2014,Anthony Bennett,20,PF,0,6.9
2015,Anthony Bennett,21,PF,0,11.4
2016,Anthony Bennett,22,PF,0,10.4
2017,Anthony Bennett,23,PF,0,14.7
1991,Anthony Bonner,22,PF,0,12.2
1992,Anthony Bonner,23,PF,0,10.9
1993,Anthony Bonner,24,PF,0,12.3
1994,Anthony Bonner,25,SF,0,12.6
1995,Anthony Bonner,26,PF,0,9.4
1996,Anthony Bonner,27,PF,0,11.3
1990,Anthony Bowie,26,SG,0,8.8
1992,Anthony Bowie,28,SG,0,14.7
1993,Anthony Bowie,29,SG,0,11.2
1994,Anthony Bowie,30,SG,0,11.5
1995,Anthony Bowie,31,SG,0,11.7
1996,Anthony Bowie,32,SG,0,10.4
1998,Anthony Bowie,34,SG,0,12.9
2016,Anthony Brown,23,SF,0,4.9
2017,Anthony Brown,24,SF,0,7.2
2017,Anthony Brown,24,SF,0,5.9
2017,Anthony Brown,24,SF,0,18.5
2000,Anthony Carter,24,PG,0,11
2001,Anthony Carter,25,PG,0,11.3
2002,Anthony Carter,26,PG,0,8.9
2003,Anthony Carter,27,PG,0,9.9
2004,Anthony Carter,28,PG,0,0.3
2005,Anthony Carter,29,PG,0,11.3
2006,Anthony Carter,30,PG,0,10.6
2007,Anthony Carter,31,PG,0,3.3
2008,Anthony Carter,32,PG,0,12.8
2009,Anthony Carter,33,PG,0,10.8
2010,Anthony Carter,34,PG,0,10.3
2011,Anthony Carter,35,PG,0,9.2
2011,Anthony Carter,35,PG,0,5.4
2011,Anthony Carter,35,PG,0,11.1
2012,Anthony Carter,36,PG,0,8.7
1991,Anthony Cook,23,PF,0,10.7
1992,Anthony Cook,24,PF,0,15.8
1994,Anthony Cook,26,PF,0,11.3
1994,Anthony Cook,26,PF,0,-7.9
1994,Anthony Cook,26,PF,0,11.5
1996,Anthony Cook,28,PF,0,7.6
2013,Anthony Davis,19,PF,2,21.7
2014,Anthony Davis,20,PF,2,26.5
2015,Anthony Davis,21,PF,2,30.8
2016,Anthony Davis,22,C,2,25
2017,Anthony Davis,23,C,2,27.5
1991,Anthony Frederick,26,SF,0,11.2
1992,Anthony Frederick,27,SF,0,13
1996,Anthony Goldwire,24,PG,0,10.4
1997,Anthony Goldwire,25,PG,0,12.1
1997,Anthony Goldwire,25,PG,0,11.6
1997,Anthony Goldwire,25,PG,0,12.6
1998,Anthony Goldwire,26,PG,0,13.6
2001,Anthony Goldwire,29,PG,0,12.6
2003,Anthony Goldwire,31,PG,0,5.4
2003,Anthony Goldwire,31,PG,0,2.5
2003,Anthony Goldwire,31,PG,0,9.6
2004,Anthony Goldwire,32,PG,0,8.8
2004,Anthony Goldwire,32,PG,0,10.7
2004,Anthony Goldwire,32,PG,0,2.4
2005,Anthony Goldwire,33,PG,0,15.1
2005,Anthony Goldwire,33,PG,0,7.4
2005,Anthony Goldwire,33,PG,0,15.9
2006,Anthony Goldwire,34,PG,0,-5.5
2006,Anthony Grundy,26,SG,0,16.6
1998,Anthony Johnson,23,PG,0,8.6
1999,Anthony Johnson,24,PG,0,10.6
2000,Anthony Johnson,25,PG,0,9.1
2000,Anthony Johnson,25,PG,0,9.2
2000,Anthony Johnson,25,PG,0,8.9
2001,Anthony Johnson,26,PG,0,8.1
2001,Anthony Johnson,26,PG,0,7.2
2001,Anthony Johnson,26,PG,0,9.1
2002,Anthony Johnson,27,SG,0,11.8
2003,Anthony Johnson,28,PG,0,11.3
2004,Anthony Johnson,29,PG,0,11.6
2005,Anthony Johnson,30,PG,0,14.3
2006,Anthony Johnson,31,PG,0,14.2
2007,Anthony Johnson,32,PG,0,9.9
2007,Anthony Johnson,32,PG,0,9.3
2007,Anthony Johnson,32,PG,0,10.3
2008,Anthony Johnson,33,PG,0,11.2
2008,Anthony Johnson,33,PG,0,12
2008,Anthony Johnson,33,PG,0,8.9
2009,Anthony Johnson,34,PG,0,10.3
2010,Anthony Johnson,35,PG,0,12.4
1990,Anthony Jones,27,SG,0,7.6
1990,Anthony Mason,23,PF,1,6.9
1991,Anthony Mason,24,PF,1,15.7
1992,Anthony Mason,25,PF,1,11.3
1993,Anthony Mason,26,PF,1,12.9
1994,Anthony Mason,27,PF,1,10.8
1995,Anthony Mason,28,PF,1,14.9
1996,Anthony Mason,29,SF,1,15.8
1997,Anthony Mason,30,PF,1,18.9
1998,Anthony Mason,31,PF,1,16.4
2000,Anthony Mason,33,SF,1,14.4
2001,Anthony Mason,34,PF,1,17.4
2002,Anthony Mason,35,PF,1,12.9
2003,Anthony Mason,36,C,1,11.3
1995,Anthony Miller,23,PF,0,14.7
1996,Anthony Miller,24,PF,0,7.8
1997,Anthony Miller,25,PF,0,-4.6
1998,Anthony Miller,26,PF,0,16.4
1999,Anthony Miller,27,PF,0,13.1
2000,Anthony Miller,28,PF,0,13.5
2001,Anthony Miller,29,PF,0,0.9
2001,Anthony Miller,29,PF,0,4.7
2001,Anthony Miller,29,PF,0,-6.2
2001,Anthony Miller,29,PF,0,0
2005,Anthony Miller,33,PF,0,16.9
2009,Anthony Morrow,23,SG,0,14.7
2010,Anthony Morrow,24,SG,0,14
2011,Anthony Morrow,25,SG,0,12.1
2012,Anthony Morrow,26,SG,0,13.1
2013,Anthony Morrow,27,SG,0,12
2013,Anthony Morrow,27,SG,0,12.3
2013,Anthony Morrow,27,SG,0,10.9
2014,Anthony Morrow,28,SG,0,13.9
2015,Anthony Morrow,29,SG,0,14.8
2016,Anthony Morrow,30,SG,0,10.7
2017,Anthony Morrow,31,SG,0,10
2017,Anthony Morrow,31,SG,0,9.2
2017,Anthony Morrow,31,SG,0,16
1998,Anthony Parker,22,SG,0,14
1999,Anthony Parker,23,SG,0,30.9
2000,Anthony Parker,24,SG,0,9.7
2007,Anthony Parker,31,SG,0,14.5
2008,Anthony Parker,32,SG,0,14.4
2009,Anthony Parker,33,SG,0,12.1
2010,Anthony Parker,34,SG,0,9.9
2011,Anthony Parker,35,SF,0,10.5
2012,Anthony Parker,36,SF,0,10.9
1993,Anthony Peeler,23,SG,0,13.9
1994,Anthony Peeler,24,SG,0,13.4
1995,Anthony Peeler,25,SG,0,13.8
1996,Anthony Peeler,26,SG,0,14.1
1997,Anthony Peeler,27,SG,0,13.8
1998,Anthony Peeler,28,SG,0,15
1998,Anthony Peeler,28,SG,0,15.2
1998,Anthony Peeler,28,SG,0,15
1999,Anthony Peeler,29,SG,0,11.7
2000,Anthony Peeler,30,SG,0,13.2
2001,Anthony Peeler,31,SG,0,12.6
2002,Anthony Peeler,32,SG,0,12.2
2003,Anthony Peeler,33,SG,0,11
2004,Anthony Peeler,34,SG,0,11.8
2005,Anthony Peeler,35,SG,0,10.2
1993,Anthony Pullard,26,PF,0,9.2
2009,Anthony Randolph,19,PF,0,16.9
2010,Anthony Randolph,20,C,0,18.7
2011,Anthony Randolph,21,C-PF,0,16.2
2011,Anthony Randolph,21,PF,0,7.6
2011,Anthony Randolph,21,C,0,18.5
2012,Anthony Randolph,22,PF,0,17.6
2013,Anthony Randolph,23,PF,0,15.6
2014,Anthony Randolph,24,PF,0,12.2
2006,Anthony Roberson,22,PG,0,11.7
2007,Anthony Roberson,23,PG,0,11.4
2009,Anthony Roberson,25,PG,0,11.4
2009,Anthony Roberson,25,PG,0,11.8
2009,Anthony Roberson,25,PG,0,8
2009,Anthony Tolliver,23,PF,0,7.6
2010,Anthony Tolliver,24,PF,0,13.6
2010,Anthony Tolliver,24,PF,0,-11.5
2010,Anthony Tolliver,24,PF,0,13.7
2011,Anthony Tolliver,25,SF,0,13.3
2012,Anthony Tolliver,26,SF,0,8.3
2013,Anthony Tolliver,27,SF,0,8.4
2014,Anthony Tolliver,28,PF,0,11
2015,Anthony Tolliver,29,PF,0,11.1
2015,Anthony Tolliver,29,PF,0,7.8
2015,Anthony Tolliver,29,PF,0,11.8
2016,Anthony Tolliver,30,PF,0,10.2
2017,Anthony Tolliver,31,PF,0,11.1
1995,Anthony Tucker,25,SF,0,9.2
1990,Antoine Carr,28,PF,0,16.4
1990,Antoine Carr,28,PF,0,13.7
1990,Antoine Carr,28,PF,0,18.8
1991,Antoine Carr,29,PF,0,18.3
1992,Antoine Carr,30,PF,0,13.5
1993,Antoine Carr,31,PF,0,16.1
1994,Antoine Carr,32,PF,0,12.8
1995,Antoine Carr,33,C,0,13.9
1996,Antoine Carr,34,SF,0,10.6
1997,Antoine Carr,35,PF,0,12.1
1998,Antoine Carr,36,PF,0,9.8
1999,Antoine Carr,37,PF,0,8.9
2000,Antoine Carr,38,SF,0,7.5
2003,Antoine Rigaudeau,31,SG,0,-2.4
1997,Antoine Walker,20,PF,0,15.5
1998,Antoine Walker,21,PF,0,17.8
1999,Antoine Walker,22,PF,0,17
2000,Antoine Walker,23,PF,0,17.8
2001,Antoine Walker,24,PF,0,18.9
2002,Antoine Walker,25,PF,0,17.1
2003,Antoine Walker,26,PF,0,14.6
2004,Antoine Walker,27,PF,0,15.8
2005,Antoine Walker,28,PF,0,15.5
2005,Antoine Walker,28,PF,0,15.5
2005,Antoine Walker,28,PF,0,15.4
2006,Antoine Walker,29,PF,0,14.4
2007,Antoine Walker,30,PF,0,9.6
2008,Antoine Walker,31,PF,0,11.4
2006,Antoine Wright,21,SG,0,0.7
2007,Antoine Wright,22,SG,0,8.1
2008,Antoine Wright,23,SG,0,8.4
2008,Antoine Wright,23,SG,0,8.3
2008,Antoine Wright,23,SG,0,9
2009,Antoine Wright,24,SF,0,8.6
2010,Antoine Wright,25,SF,0,8.6
2011,Antoine Wright,26,SG,0,-4.8
2010,Antonio Anderson,24,SF,0,-1.7
2005,Antonio Burks,24,PG,0,12.8
2006,Antonio Burks,25,PG,0,5.1
1998,Antonio Daniels,22,SG,0,9.9
1999,Antonio Daniels,23,PG,0,16.1
2000,Antonio Daniels,24,SG,0,15.2
2001,Antonio Daniels,25,PG,0,15.5
2002,Antonio Daniels,26,SG,0,13.4
2003,Antonio Daniels,27,SG,0,13.3
2004,Antonio Daniels,28,PG,0,19.7
2005,Antonio Daniels,29,PG,0,18
2006,Antonio Daniels,30,SG,0,13.7
2007,Antonio Daniels,31,SG,0,15
2008,Antonio Daniels,32,PG,0,13.7
2009,Antonio Daniels,33,PG,0,12.1
2009,Antonio Daniels,33,PG,0,10.8
2009,Antonio Daniels,33,PG,0,12.6
2011,Antonio Daniels,35,PG,0,6.7
1994,Antonio Davis,25,PF,0,15.2
1995,Antonio Davis,26,PF,0,11.9
1996,Antonio Davis,27,PF,0,13.9
1997,Antonio Davis,28,PF,0,13.8
1998,Antonio Davis,29,PF,0,15.3
1999,Antonio Davis,30,PF,0,16.7
2000,Antonio Davis,31,C,0,15.1
2001,Antonio Davis,32,C,0,16.5
2002,Antonio Davis,33,PF,0,14.8
2003,Antonio Davis,34,C,0,14.5
2004,Antonio Davis,35,C,0,11.8
2004,Antonio Davis,35,C,0,10.6
2004,Antonio Davis,35,C,0,12.1
2005,Antonio Davis,36,PF,0,11.1
2006,Antonio Davis,37,PF-C,0,8.3
2006,Antonio Davis,37,PF,0,8.9
2006,Antonio Davis,37,C,0,5.9
1994,Antonio Harvey,23,PF,0,8
1995,Antonio Harvey,24,PF,0,10.3
1996,Antonio Harvey,25,PF,0,8.9
1996,Antonio Harvey,25,PF,0,9.7
1996,Antonio Harvey,25,PF,0,8.2
1997,Antonio Harvey,26,PF,0,23.2
2000,Antonio Harvey,29,PF,0,10.1
2001,Antonio Harvey,30,PF,0,17
2002,Antonio Harvey,31,PF,0,7.8
2003,Antonio Harvey,32,PF,0,2.9
1995,Antonio Lang,22,SF,0,0.3
1996,Antonio Lang,23,SF,0,11.5
1997,Antonio Lang,24,PF,0,8
1998,Antonio Lang,25,SF,0,14.9
1999,Antonio Lang,26,PF,0,8.8
2000,Antonio Lang,27,SF,0,5.7
2000,Antonio Lang,27,SF,0,2.1
2000,Antonio Lang,27,SF,0,25.2
1996,Antonio McDyess,21,PF,1,15.6
1997,Antonio McDyess,22,PF,1,15.5
1998,Antonio McDyess,23,PF,1,20.3
1999,Antonio McDyess,24,C,1,21.7
2000,Antonio McDyess,25,PF,1,19.6
2001,Antonio McDyess,26,PF,1,22
2002,Antonio McDyess,27,PF,1,21
2004,Antonio McDyess,29,PF,1,12.6
2004,Antonio McDyess,29,PF,1,13.6
2004,Antonio McDyess,29,PF,1,11.8
2005,Antonio McDyess,30,PF,1,17.2
2006,Antonio McDyess,31,PF,1,15.5
2007,Antonio McDyess,32,PF,1,18.1
2008,Antonio McDyess,33,PF,1,14.1
2009,Antonio McDyess,34,PF,1,16.6
2010,Antonio McDyess,35,PF,1,12.2
2011,Antonio McDyess,36,PF,1,12.8
2002,Antonis Fotsis,20,PF,0,11.3
2014,Archie Goodwin,19,SG,0,10.3
2015,Archie Goodwin,20,SG,0,11.2
2016,Archie Goodwin,21,PG,0,11.1
2017,Archie Goodwin,22,SG,0,18.7
2017,Archie Goodwin,22,SG,0,19.7
2017,Archie Goodwin,22,SG,0,18.6
2014,Arinze Onuaku,26,PF,0,3.8
2014,Arinze Onuaku,26,PF,0,5.6
2014,Arinze Onuaku,26,PF,0,-5.3
2015,Arinze Onuaku,27,C,0,22.8
2017,Arinze Onuaku,29,C,0,5.8
1990,Armen Gilliam,25,PF,0,16.6
1990,Armen Gilliam,25,PF,0,14.4
1990,Armen Gilliam,25,PF,0,16.9
1991,Armen Gilliam,26,PF,0,15.5
1991,Armen Gilliam,26,PF,0,17.6
1991,Armen Gilliam,26,PF,0,14.3
1992,Armen Gilliam,27,PF,0,18
1993,Armen Gilliam,28,PF,0,17.5
1994,Armen Gilliam,29,PF,0,18.5
1995,Armen Gilliam,30,PF,0,18.1
1996,Armen Gilliam,31,SF,0,17.6
1997,Armen Gilliam,32,PF,0,13.6
1998,Armen Gilliam,33,PF,0,16.4
1999,Armen Gilliam,34,PF,0,15.9
2000,Armen Gilliam,35,PF,0,14
2011,Armon Johnson,21,PG,0,9.3
2012,Armon Johnson,22,PG,0,12.9
2012,Armon Johnson,22,PG,0,20.7
2012,Armon Johnson,22,PG,0,12.5
2013,Arnett Moultrie,22,PF,0,16.7
2014,Arnett Moultrie,23,PF,0,6.7
2013,Aron Baynes,26,C,0,8.8
2014,Aron Baynes,27,C,0,9.7
2015,Aron Baynes,28,C,0,15.9
2016,Aron Baynes,29,C,0,17.8
2017,Aron Baynes,30,C,0,13.1
2008,Arron Afflalo,22,SG,0,10.2
2009,Arron Afflalo,23,SG,0,8.9
2010,Arron Afflalo,24,SG,0,10.9
2011,Arron Afflalo,25,SG,0,13.6
2012,Arron Afflalo,26,SG,0,14.7
2013,Arron Afflalo,27,SF,0,13
2014,Arron Afflalo,28,SG,0,16
2015,Arron Afflalo,29,SG,0,10.7
2015,Arron Afflalo,29,SG,0,11.7
2015,Arron Afflalo,29,SG,0,8.2
2016,Arron Afflalo,30,SG,0,10.9
2017,Arron Afflalo,31,SG,0,9
2001,Art Long,28,SF,0,-3.6
2002,Art Long,29,PF,0,10.7
2003,Art Long,30,SF,0,6.2
2003,Art Long,30,SF,0,7.7
2003,Art Long,30,SF,0,3.6
2006,Arvydas Macijauskas,26,SG,0,8.3
1996,Arvydas Sabonis*,31,C,0,24.7
1997,Arvydas Sabonis*,32,C,0,21.8
1998,Arvydas Sabonis*,33,C,0,20.9
1999,Arvydas Sabonis*,34,C,0,20.4
2000,Arvydas Sabonis*,35,C,0,20.3
2001,Arvydas Sabonis*,36,C,0,18.4
2003,Arvydas Sabonis*,38,C,0,20.5
1996,Ashraf Amaya,24,PF,0,11.8
1997,Ashraf Amaya,25,PF,0,8.8
1995,Askia Jones,23,SG,0,8.3
1998,Austin Croshere,22,PF,0,7.7
1999,Austin Croshere,23,PF,0,12.3
2000,Austin Croshere,24,PF,0,16.7
2001,Austin Croshere,25,PF,0,14.3
2002,Austin Croshere,26,PF,0,14.3
2003,Austin Croshere,27,PF,0,16.1
2004,Austin Croshere,28,PF,0,14.4
2005,Austin Croshere,29,PF,0,13.5
2006,Austin Croshere,30,PF,0,15.2
2007,Austin Croshere,31,PF,0,10.9
2008,Austin Croshere,32,PF,0,13.2
2009,Austin Croshere,33,PF,0,14.2
2009,Austin Croshere,33,PF,0,17.2
2009,Austin Croshere,33,PF,0,4.3
2010,Austin Daye,21,SF,0,12.8
2011,Austin Daye,22,SF,0,13
2012,Austin Daye,23,SF,0,7.1
2013,Austin Daye,24,SF,0,12.9
2013,Austin Daye,24,SF,0,12.6
2013,Austin Daye,24,SF,0,13.3
2014,Austin Daye,25,SF,0,11
2014,Austin Daye,25,SF,0,2.4
2014,Austin Daye,25,SF,0,13.5
2015,Austin Daye,26,SF,0,8.2
2015,Austin Daye,26,SF,0,7.1
2015,Austin Daye,26,SF,0,12.1
2013,Austin Rivers,20,SG,0,5.9
2014,Austin Rivers,21,PG,0,11.6
2015,Austin Rivers,22,PG-SG,0,10.3
2015,Austin Rivers,22,SG,0,10.1
2015,Austin Rivers,22,PG,0,10.6
2016,Austin Rivers,23,SG,0,11.1
2017,Austin Rivers,24,SG,0,11.4
2011,Avery Bradley,20,PG,0,2.2
2012,Avery Bradley,21,PG,0,11.3
2013,Avery Bradley,22,PG,0,8.8
2014,Avery Bradley,23,PG,0,12.7
2015,Avery Bradley,24,SG,0,11.5
2016,Avery Bradley,25,SG,0,13.2
2017,Avery Bradley,26,SG,0,14.4
1990,Avery Johnson,24,PG,0,11.6
1991,Avery Johnson,25,PG,0,13.4
1991,Avery Johnson,25,PG,0,14.2
1991,Avery Johnson,25,PG,0,13.2
1992,Avery Johnson,26,PG,0,11.9
1992,Avery Johnson,26,PG,0,11.4
1992,Avery Johnson,26,PG,0,12.3
1993,Avery Johnson,27,PG,0,15.8
1994,Avery Johnson,28,PG,0,13.9
1995,Avery Johnson,29,PG,0,15.7
1996,Avery Johnson,30,PG,0,16.3
1997,Avery Johnson,31,PG,0,15
1998,Avery Johnson,32,PG,0,14.1
1999,Avery Johnson,33,PG,0,14
2000,Avery Johnson,34,PG,0,14.8
2001,Avery Johnson,35,PG,0,11.5
2002,Avery Johnson,36,PG,0,16.6
2002,Avery Johnson,36,PG,0,17.3
2002,Avery Johnson,36,PG,0,11.8
2003,Avery Johnson,37,PG,0,12.2
2004,Avery Johnson,38,PG,0,11.7
2005,Awvee Storey,27,SG,0,6.9
2006,Awvee Storey,28,SF,0,9.2
2008,Awvee Storey,30,SG,0,11.5
2016,Axel Toupane,23,SF,0,7.1
2017,Axel Toupane,24,SF,0,6.2
2017,Axel Toupane,24,SF,0,-9.9
2017,Axel Toupane,24,SF,0,8.6
1990,B.J. Armstrong,22,PG,0,11.9
1991,B.J. Armstrong,23,PG,0,14.8
1992,B.J. Armstrong,24,PG,0,14.1
1993,B.J. Armstrong,25,PG,0,14.7
1994,B.J. Armstrong,26,PG,0,14.5
1995,B.J. Armstrong,27,PG,0,15.1
1996,B.J. Armstrong,28,PG,0,17.3
1997,B.J. Armstrong,29,PG,0,12.9
1998,B.J. Armstrong,30,PG,0,14.6
1998,B.J. Armstrong,30,PG,0,6.3
1998,B.J. Armstrong,30,PG,0,15.2
1999,B.J. Armstrong,31,PG,0,12.9
1999,B.J. Armstrong,31,PG,0,13.3
1999,B.J. Armstrong,31,PG,0,12.4
2000,B.J. Armstrong,32,PG,0,10.7
1995,B.J. Tyler,23,PG,0,8.5
2000,Baron Davis,20,PG,1,12.9
2001,Baron Davis,21,PG,1,16.6
2002,Baron Davis,22,PG,1,18.2
2003,Baron Davis,23,PG,1,16.9
2004,Baron Davis,24,PG,1,20.7
2005,Baron Davis,25,PG,1,20.8
2005,Baron Davis,25,PG,1,21.4
2005,Baron Davis,25,PG,1,20.4
2006,Baron Davis,26,PG,1,18.3
2007,Baron Davis,27,PG,1,21
2008,Baron Davis,28,PG,1,19.8
2009,Baron Davis,29,PG,1,14.5
2010,Baron Davis,30,PG,1,17.4
2011,Baron Davis,31,PG,1,17
2011,Baron Davis,31,PG,1,16.3
2011,Baron Davis,31,PG,1,19.3
2012,Baron Davis,32,PG,1,10
1993,Barry Stevens,30,SF,0,15.2
1991,Bart Kofoed,26,SG,0,0.7
1992,Bart Kofoed,27,SG,0,9.8
1993,Bart Kofoed,28,SG,0,14.9
2017,Ben Bentil,21,PF,0,-17.6
1990,Ben Coleman,28,PF,0,12.2
1994,Ben Coleman,32,PF,0,11.6
1997,Ben Davis,24,PF,0,9.4
1998,Ben Davis,25,PF,0,7.7
1999,Ben Davis,26,PF,0,34.4
2000,Ben Davis,27,PF,0,8.5
2005,Ben Gordon,21,SG,0,14.9
2006,Ben Gordon,22,SG,0,14.5
2007,Ben Gordon,23,SG,0,18.2
2008,Ben Gordon,24,SG,0,16.4
2009,Ben Gordon,25,SG,0,17
2010,Ben Gordon,26,SG,0,14
2011,Ben Gordon,27,SG,0,12.4
2012,Ben Gordon,28,SG,0,13.5
2013,Ben Gordon,29,SG,0,12.7
2014,Ben Gordon,30,SG,0,6.4
2015,Ben Gordon,31,SG,0,10.6
2004,Ben Handlogten,30,C,0,17.1
2005,Ben Handlogten,31,C,0,10.3
2013,Ben Hansbrough,25,PG,0,7.2
2014,Ben McLemore,20,SG,0,7.7
2015,Ben McLemore,21,SG,0,10.4
2016,Ben McLemore,22,SG,0,8.6
2017,Ben McLemore,23,SG,0,9.8
2011,Ben Uzoh,22,PG,0,14.7
2012,Ben Uzoh,23,PG,0,10.9
2012,Ben Uzoh,23,PG,0,21
2012,Ben Uzoh,23,PG,0,10.5
1997,Ben Wallace,22,PF,5,6
1998,Ben Wallace,23,C,5,13.4
1999,Ben Wallace,24,C,5,16.2
2000,Ben Wallace,25,PF,5,14.4
2001,Ben Wallace,26,C,5,14.8
2002,Ben Wallace,27,C,5,18.6
2003,Ben Wallace,28,C,5,17.2
2004,Ben Wallace,29,C,5,17.3
2005,Ben Wallace,30,C,5,17.4
2006,Ben Wallace,31,C,5,17.5
2007,Ben Wallace,32,C,5,14.6
2008,Ben Wallace,33,C-PF,5,12
2008,Ben Wallace,33,C,5,11.8
2008,Ben Wallace,33,PF,5,12.4
2009,Ben Wallace,34,PF,5,12.2
2010,Ben Wallace,35,C,5,15.8
2011,Ben Wallace,36,C,5,12.3
2012,Ben Wallace,37,C,5,10.7
2005,Beno Udrih,22,PG,0,14.3
2006,Beno Udrih,23,PG,0,15.3
2007,Beno Udrih,24,PG,0,10.3
2008,Beno Udrih,25,PG,0,13.3
2009,Beno Udrih,26,PG,0,12.3
2010,Beno Udrih,27,PG,0,15.7
2011,Beno Udrih,28,PG,0,15.7
2012,Beno Udrih,29,SG,0,13.1
2013,Beno Udrih,30,SG-PG,0,14.2
2013,Beno Udrih,30,SG,0,13.6
2013,Beno Udrih,30,PG,0,14.9
2014,Beno Udrih,31,SG,0,12.7
2014,Beno Udrih,31,SG,0,12.4
2014,Beno Udrih,31,SG,0,16
2015,Beno Udrih,32,PG,0,15.4
2016,Beno Udrih,33,PG,0,9.5
2016,Beno Udrih,33,PG,0,12.6
2016,Beno Udrih,33,PG,0,8.9
2017,Beno Udrih,34,PG,0,16.1
1990,Benoit Benjamin,25,C,0,16.7
1991,Benoit Benjamin,26,C,0,15.1
1991,Benoit Benjamin,26,C,0,15.2
1991,Benoit Benjamin,26,C,0,15.1
1992,Benoit Benjamin,27,C,0,14.1
